City ID,base,clouds.all,cod,coord.lat,coord.lon,dt,id,main.feels_like,main.grnd_level,main.humidity,main.pressure,main.sea_level,main.temp,main.temp_max,main.temp_min,name,rain.1h,rain.3h,snow.1h,snow.3h,sys.country,sys.id,sys.sunrise,sys.sunset,sys.type,timezone,visibility,weather,wind.deg,wind.gust,wind.speed
24,stations,90,200,47.67,-52.73,1580090060,6167817,16.54,,58,1016,,25.41,28.0,23.0,Torbay,,,,,CA,998.0,1580036728,1580070059,1.0,-12600,24140.0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",230.0,,5.82
25,stations,90,200,68.22,-135.01,1580090344,5882953,-29.25,,68,1019,,-18.4,-18.4,-18.4,Aklavik,,,,,CA,796.0,1580064489,1580081798,1.0,-25200,3219.0,"[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13n'}]",10.0,,6.93
26,model,100,200,66.15,-65.71,1580090344,6096551,-46.66,980.0,99,1014,1014.0,-38.47,-38.47,-38.47,Pangnirtung,,,,,CA,,1580046206,1580066812,,-18000,,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",255.0,,1.97
27,stations,75,200,-42.78,147.06,1580090246,2155415,53.89,,42,1011,,63.32,66.99,59.0,New Norfolk,,,,,AU,9545.0,1580065567,1580118133,1.0,39600,10000.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",330.0,,12.75
28,stations,20,200,20.79,-156.47,1580090345,5849297,73.44,,48,1017,,78.39,84.2,73.99,Kihei,,,,,US,7879.0,1580058244,1580098346,1.0,-36000,16093.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",20.0,,12.75
29,stations,40,200,37.8,-25.58,1580090345,3372745,57.0,,82,1020,,62.6,62.6,62.6,Rabo de Peixe,,,,,PT,6899.0,1580115041,1580151538,1.0,-3600,10000.0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",230.0,,13.87
30,stations,75,200,33.73,135.98,1580090345,1847947,46.06,,81,1015,,50.0,50.0,50.0,Shingu,,,,,JP,7959.0,1580075783,1580113236,1.0,32400,10000.0,"[{'id': 521, 'main': 'Rain', 'description': 'shower rain', 'icon': '09d'}]",20.0,,4.7
31,stations,5,200,22.9,-106.05,1580090345,4019219,71.37,,68,1016,,72.23,73.0,71.6,Agua Verde,,,,,MX,7147.0,1580046343,1580086041,1.0,-25200,19312.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",320.0,,8.05
32,model,98,200,49.18,125.22,1580090345,2035601,-4.23,991.0,95,1028,1028.0,5.34,5.34,5.34,Mergen,,,,,CN,,1580080675,1580113509,,28800,,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",181.0,,6.17
33,stations,100,200,-37.83,140.77,1580089833,2156643,62.96,,46,1016,,69.8,69.8,69.8,Mount Gambier,,,,,AU,9560.0,1580067827,1580118892,1.0,37800,10000.0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",290.0,,11.41
34,stations,1,200,22.08,-159.32,1580090105,5848280,80.24,,74,1019,,78.6,80.6,77.0,Kapaa,,,,,US,7873.0,1580059048,1580098910,1.0,-36000,16093.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",70.0,,10.29
35,stations,90,200,42.1,-79.24,1580089785,5122534,20.57,,92,1006,,31.66,33.8,30.2,Jamestown,,,,,US,4588.0,1580042157,1580077357,1.0,-18000,4023.0,"[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13n'}, {'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",230.0,,12.75
36,model,34,200,-18.53,25.63,1580090345,933178,69.85,893.0,78,1012,1012.0,67.89,67.89,67.89,Pandamatenga,,,,,BW,,1580097619,1580144376,,7200,,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",228.0,,2.86
37,stations,20,200,32.67,-17.1,1580089878,2264557,51.31,,72,1026,,55.9,59.0,52.0,Ponta do Sol,,,,,PT,6894.0,1580112387,1580150122,1.0,0,10000.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",330.0,,6.93
38,stations,75,200,-17.0,145.43,1580090346,2158767,95.27,,74,1007,,87.51,90.0,84.99,Mareeba,,,,,AU,9490.0,1580068994,1580115488,1.0,36000,10000.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",20.0,,8.05
39,model,0,200,77.48,-69.36,1580089806,3831208,-19.53,962.0,53,1004,1004.0,-10.32,-10.32,-10.32,Qaanaaq,,,,,GL,,0,0,,-14400,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",44.0,,4.09
40,stations,0,200,18.39,42.45,1580090094,110690,34.77,,44,1026,,41.86,42.8,41.0,Faya,,,,,SA,7396.0,1580096681,1580137239,1.0,10800,10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",52.0,,4.0
41,model,100,200,54.5,79.67,1580090346,1507220,-1.39,990.0,90,1007,1007.0,18.09,18.09,18.09,Dovolnoye,,,,0.31,RU,,1580092796,1580123256,,25200,,"[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13n'}]",179.0,,25.03
42,model,45,200,-16.48,-151.75,1580090346,4034551,87.33,1009.0,71,1009,1009.0,83.64,83.64,83.64,Faanui,,,,,PF,,1580053959,1580100365,,-36000,,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",41.0,,10.02
43,stations,0,200,23.12,86.22,1580090346,1277634,45.09,,87,1014,,48.2,48.2,48.2,Balarampur,,,,,IN,9121.0,1580086612,1580126295,1.0,19800,1500.0,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50d'}]",299.0,,3.27
44,model,60,200,18.69,12.92,1580090346,2446796,50.4,966.0,13,1018,1018.0,60.62,60.62,60.62,Bilma,,,,,NE,,1580103794,1580144302,,3600,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",83.0,,7.85
45,stations,33,200,-34.67,-54.92,1580090347,3441890,73.17,,94,1007,,69.8,69.8,69.8,Departamento de Maldonado,,,,,UY,8712.0,1580028785,1580079053,1.0,-10800,10000.0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",210.0,,5.82
46,stations,40,200,-21.2,-175.2,1580090000,4032243,91.83,,79,1008,,84.2,84.2,84.2,Vaini,,,,,TO,7285.0,1580145590,1580192818,1.0,46800,10000.0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",80.0,,6.93
47,stations,40,200,7.77,-72.22,1580090023,3628473,83.17,,78,1016,,77.0,77.0,77.0,San Cristobal,,,,,VE,8587.0,1580036898,1580079245,1.0,-14400,10000.0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",190.0,,2.24
48,model,100,200,53.75,127.27,1580090347,2012593,-17.52,989.0,92,1032,1032.0,-8.79,-8.79,-8.79,Zeya,,,,,RU,,1580081193,1580112007,,32400,,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",100.0,,3.67
49,stations,40,200,57.79,-152.41,1580090166,5866583,8.89,,57,991,,17.6,17.6,17.6,Kodiak,,,,,US,7668.0,1580063077,1580091564,1.0,-32400,16093.0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",,,4.7
50,model,17,200,-33.92,25.57,1580090193,964420,56.98,1013.0,75,1022,1022.0,60.94,60.94,60.94,Port Elizabeth,,0.25,,,ZA,,1580096010,1580146014,,7200,,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",249.0,,8.68
51,stations,0,200,20.93,-17.03,1580090146,2377457,53.38,,67,1019,,62.6,62.6,62.6,Nouadhibou,,,,,MR,2444.0,1580111184,1580151291,1.0,0,8000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",20.0,,17.22
52,stations,1,200,40.45,-74.39,1580090347,5104853,29.1,,60,1010,,38.32,42.8,33.01,South River,,,,,US,4686.0,1580040752,1580076433,1.0,-18000,16093.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",258.0,,8.55
53,stations,40,200,-54.8,-68.3,1580090164,3833367,42.49,,70,1006,,48.2,48.2,48.2,Ushuaia,,,,,AR,8303.0,1580028186,1580086075,1.0,-10800,10000.0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",320.0,,5.82
54,stations,40,200,37.72,-25.43,1580090063,3372472,57.0,,82,1020,,62.6,62.6,62.6,Vila Franca do Campo,,,,,PT,6899.0,1580114995,1580151512,1.0,-3600,10000.0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",230.0,,13.87
55,stations,20,200,21.35,-158.09,1580090348,5850554,79.09,,61,1018,,79.61,84.2,73.99,Makakilo City,,,,,US,7868.0,1580058684,1580098683,1.0,-36000,16093.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",120.0,18.34,10.29
56,model,0,200,-8.12,111.89,1580090348,1648082,94.28,991.0,65,1011,1011.0,86.34,86.34,86.34,Boyolangu,,0.88,,,ID,,1580077816,1580122768,,25200,,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",41.0,,2.42
57,model,100,200,59.06,80.86,1580089991,1504382,-1.35,996.0,93,1004,1004.0,13.46,13.46,13.46,Kargasok,,,,0.44,RU,,1580093875,1580121605,,25200,,"[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13n'}]",159.0,,16.24
58,stations,100,200,38.06,30.17,1580090348,316634,21.74,,79,1025,,28.0,30.2,26.6,Dinar,,,,,TR,7012.0,1580101702,1580138114,1.0,10800,10000.0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",108.0,,2.66
59,stations,20,200,43.27,-7.54,1580090348,3105522,44.55,,93,1016,,50.61,54.0,48.0,Bereda,,,,,ES,6403.0,1580111486,1580146433,1.0,3600,7000.0,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",190.0,,10.29
60,model,33,200,-32.72,25.59,1580090348,954161,40.28,884.0,72,1024,1024.0,45.07,45.07,45.07,Somerset East,,,,,ZA,,1580096152,1580145863,,7200,,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",214.0,,3.47
61,stations,1,200,64.5,-165.41,1580089847,5870133,-17.77,,58,1022,,-5.8,-5.8,-5.8,Nome,,,,,US,7770.0,1580069036,1580091845,1.0,-32400,16093.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",360.0,,9.17
62,model,24,200,41.5,33.67,1580090329,743881,21.07,894.0,75,1025,1025.0,27.12,27.12,27.12,Kastamonu,,,,,TR,,1580101336,1580136799,,10800,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",155.0,,1.92
63,stations,0,200,-33.65,115.33,1580090009,2075265,84.92,,17,1007,,90.27,93.99,86.0,Busselton,,,,,AU,2011706.0,1580074486,1580124447,3.0,28800,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",265.0,,5.37
64,model,69,200,27.57,76.6,1580090349,1278946,55.71,969.0,58,1016,1016.0,58.73,58.73,58.73,Alwar,,,,,IN,,1580089358,1580128168,,19800,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",145.0,,2.91
65,stations,90,200,50.1,-91.92,1580090016,6148373,6.75,,85,1015,,15.08,15.8,14.0,Sioux Lookout,,,,,CA,979.0,1580046603,1580078998,1.0,-21600,24140.0,"[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13n'}]",,,4.7
66,stations,40,200,-22.47,-68.93,1580090349,3897347,50.29,,51,1029,,62.6,62.6,62.6,Calama,,,,,CL,8480.0,1580033509,1580081055,1.0,-10800,10000.0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",280.0,,19.46
67,stations,20,200,5.41,100.34,1580090031,1735106,88.3,,74,1011,,81.37,82.4,80.01,George Town,,,,,MY,9438.0,1580081693,1580124436,1.0,28800,9000.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",10.0,,3.36
68,stations,45,200,60.72,-46.03,1580090349,3420846,4.15,,66,989,,12.2,12.2,12.2,Qaqortoq,,,,,GL,47.0,1580038631,1580064939,1.0,-10800,,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",60.0,,3.36
69,stations,100,200,-21.21,-159.78,1580089781,4035715,82.9,,94,1011,,77.0,77.0,77.0,Avarua,,,,,CK,7271.0,1580055446,1580102732,1.0,-36000,10000.0,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",20.0,,8.05
70,stations,40,200,40.43,71.72,1580090290,1513491,22.93,,80,1020,,31.23,32.0,30.2,Yangi Marg`ilon,,,,,UZ,9014.0,1580092056,1580127812,1.0,18000,2900.0,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",180.0,,6.93
71,stations,40,200,-20.41,57.7,1580090006,934322,76.64,,78,1011,,74.79,77.0,72.0,Mahebourg,,,,,MU,2061.0,1580089743,1580136856,1.0,14400,10000.0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",160.0,,8.05
72,stations,100,200,-0.74,-90.35,1580090241,3652764,74.75,,39,1014,,75.99,75.99,75.99,Puerto Ayora,,,,,EC,2005652.0,1580040553,1580084294,3.0,-21600,,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",249.0,5.99,1.99
73,model,100,200,20.2,1.01,1580090350,2449893,57.34,961.0,11,1017,1017.0,65.75,65.75,65.75,Tessalit,,,,,ML,,1580106788,1580147026,,0,,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",155.0,,4.65
74,stations,90,200,49.13,-102.98,1580090350,5949568,16.12,,100,1017,,23.99,24.8,23.0,Estevan,,,,,CA,3771.0,1580049059,1580081852,1.0,-21600,11265.0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",310.0,,5.82
75,stations,0,200,-38.0,-57.56,1580090315,3430863,48.38,,51,1014,,62.69,63.0,62.01,Mar del Plata,,,,,AR,8305.0,1580028971,1580080134,1.0,-10800,7000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",180.0,,23.04
76,model,0,200,53.57,142.95,1580090351,2122614,-20.97,1017.0,83,1021,1021.0,-3.21,-3.21,-3.21,Okha,,,,,RU,,1580077390,1580108283,,39600,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",298.0,,19.91
77,model,100,200,-0.61,-47.36,1580090351,3389822,82.15,1012.0,80,1012,1012.0,81.95,81.95,81.95,Salinopolis,,6.81,,,BR,,1580030244,1580073965,,-10800,,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]",39.0,,18.21
78,model,77,200,-34.42,19.23,1580089767,3366880,59.38,1023.0,60,1023,1023.0,63.5,63.5,63.5,Hermanus,,,,,ZA,,1580097470,1580147597,,7200,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",123.0,,7.16
79,stations,75,200,-42.88,147.33,1580089695,2163355,55.26,,45,1012,,64.18,66.99,62.6,Hobart,,,,,AU,9545.0,1580065485,1580118084,1.0,39600,10000.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",320.0,,12.75
80,stations,90,200,37.1,-113.58,1580090104,5546220,51.12,,51,1019,,55.31,57.2,53.6,Saint George,,,,,US,3373.0,1580049701,1580086298,1.0,-25200,16093.0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",277.0,,2.68
81,model,100,200,3.07,172.79,1580089779,2110227,85.23,1008.0,81,1007,1007.0,81.86,81.86,81.86,Butaritari,,7.5,,,KI,,1580064113,1580107234,,43200,,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",6.0,,12.86
82,stations,87,200,-28.65,153.62,1580090131,2172880,87.3,,62,1014,,85.14,87.01,84.2,Byron Bay,,,,,AU,9486.0,1580065873,1580114677,1.0,39600,10000.0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",40.0,,10.29
83,model,100,200,52.32,-112.72,1580090351,6156307,20.57,921.0,94,1013,1013.0,30.31,30.31,30.31,Stettler,,,,,CA,,1580052077,1580083510,,-25200,,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",163.0,,10.16
84,stations,20,200,20.89,-156.47,1580089804,5847411,73.26,,48,1017,,78.26,84.2,73.0,Kahului,,,,,US,7879.0,1580058253,1580098336,1.0,-36000,16093.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",20.0,,12.75
85,stations,0,200,-33.04,-71.63,1580089726,3868626,64.18,,93,1015,,62.6,62.6,62.6,Valparaiso,,,,,CL,8520.0,1580033002,1580082857,1.0,-10800,10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",270.0,,3.36
86,model,7,200,-2.57,150.8,1580090001,2094342,89.38,1007.0,72,1007,1007.0,85.12,85.12,85.12,Kavieng,,,,,PG,,1580068932,1580112972,,36000,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",288.0,,10.85
87,model,100,200,50.52,-116.04,1580090352,5983626,19.51,859.0,96,1016,1016.0,24.48,24.48,24.48,Invermere,,,,0.19,CA,,1580052475,1580084705,,-25200,,"[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13n'}]",116.0,,0.56
88,model,39,200,-33.7,-53.46,1580090048,3443061,73.81,1007.0,92,1007,1007.0,71.33,71.33,71.33,Chui,,1.13,,,UY,,1580028557,1580078580,,-10800,,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",106.0,,8.14
89,model,90,200,48.8,-79.2,1580090352,6050194,16.29,966.0,95,1005,1005.0,25.48,25.48,25.48,La Sarre,,,,0.25,CA,,1580043291,1580076203,,-18000,,"[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13n'}]",349.0,,8.23
90,model,100,200,69.7,170.31,1580089902,2122090,-12.59,1025.0,94,1026,1026.0,-5.13,-5.13,-5.13,Pevek,,,,,RU,,1580079225,1580093312,,43200,,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",306.0,,1.63
91,model,99,200,71.92,114.08,1580089905,2017155,-29.43,1003.0,97,1014,1014.0,-19.07,-19.07,-19.07,Saskylakh,,,,,RU,,1580097461,1580102071,,32400,,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",171.0,,6.22
92,stations,20,200,22.89,-109.91,1580089929,3985710,69.69,,77,1018,,69.1,70.0,68.0,Cabo San Lucas,,,,,MX,7151.0,1580047268,1580086969,1.0,-25200,14484.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",120.0,,5.82
93,model,98,200,56.45,138.17,1580090352,2027316,-1.71,989.0,65,1021,1021.0,7.02,7.02,7.02,Ayan,,,,,RU,,1580079307,1580108660,,36000,,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",288.0,,4.14
94,stations,0,200,35.47,-6.03,1580090352,2557055,42.48,,93,1027,,46.4,46.4,46.4,Asilah,,,,,MA,2416.0,1580110059,1580147135,1.0,3600,10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",80.0,,4.7
95,model,100,200,13.08,109.3,1580090011,1563281,73.36,1012.0,82,1013,1013.0,74.43,74.43,74.43,Tuy Hoa,,,,,VN,,1580080178,1580121649,,25200,,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",338.0,,14.16
96,stations,90,200,-53.15,-70.92,1580090162,3874787,41.45,,66,1009,,51.4,51.8,51.01,Punta Arenas,,,,,CL,8487.0,1580029280,1580086239,1.0,-10800,10000.0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",270.0,,13.87
97,stations,75,200,43.32,145.57,1580090353,2128975,14.5,,79,1024,,23.0,23.0,23.0,Nemuro,,,,,JP,7976.0,1580074770,1580109645,1.0,32400,3200.0,"[{'id': 620, 'main': 'Snow', 'description': 'light shower snow', 'icon': '13d'}]",40.0,,5.82
98,stations,83,200,35.01,-90.79,1580090353,4111382,44.8,,100,1016,,47.3,48.2,46.4,Forrest City,,,,,US,6144.0,1580043973,1580081085,1.0,-21600,4828.0,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",190.0,,3.36
99,stations,90,200,19.73,-155.09,1580090324,5855927,72.28,,61,1019,,74.68,80.6,70.0,Hilo,,,,,US,7881.0,1580057816,1580098111,1.0,-36000,16093.0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",90.0,,10.29
100,model,100,200,-13.28,-50.16,1580090353,3448455,80.15,982.0,98,1012,1012.0,73.51,73.51,73.51,Sao Miguel do Araguaia,,14.88,,,BR,,1580029852,1580075700,,-10800,,"[{'id': 502, 'main': 'Rain', 'description': 'heavy intensity rain', 'icon': '10n'}]",354.0,,4.47
101,model,3,200,-37.62,-73.65,1580090294,3883457,51.8,1001.0,60,1019,1019.0,57.61,57.61,57.61,Lebu,,,,,CL,,1580032889,1580083940,,-10800,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",185.0,,7.78
102,model,78,200,-10.62,150.67,1580090353,2132606,96.21,991.0,55,1006,1006.0,90.27,90.27,90.27,Samarai,,,,,PG,,1580068295,1580113671,,36000,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",245.0,,4.72
103,stations,89,200,55.54,11.23,1580090353,2621304,30.58,,100,1010,,37.76,37.99,37.4,Gorlev,,,,,DK,9710.0,1580109480,1580139428,1.0,3600,3500.0,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",200.0,,8.05
104,model,62,200,27.37,87.2,1580090354,1283217,29.8,754.0,81,1016,1016.0,34.99,34.99,34.99,Khanbari,,,,,NP,,1580086794,1580125643,,20700,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",139.0,,2.3
105,stations,40,200,-0.03,109.33,1580090255,1630789,86.47,,88,1011,,78.8,78.8,78.8,Pontianak,,,,,ID,9421.0,1580079094,1580122719,1.0,25200,10000.0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",110.0,,4.7
106,stations,0,200,64.38,-173.3,1580089822,4031574,-13.16,,76,1030,,-4.0,-4.0,-4.0,Provideniya,,,,,RU,8875.0,1580157082,1580180414,1.0,43200,10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",20.0,,4.47
107,stations,20,200,19.37,-81.42,1580090354,3580477,79.9,,78,1014,,75.2,75.2,75.2,West Bay,,,,,KY,7265.0,1580040104,1580080456,1.0,-18000,10000.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",60.0,,3.36
108,model,8,200,11.0,122.67,1580089881,1714733,89.98,995.0,70,1011,1011.0,84.18,84.18,84.18,Dingle,,,,,PH,,1580076794,1580118615,,28800,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",26.0,,6.38
109,model,11,200,-33.02,27.91,1580089990,1006984,54.0,1018.0,69,1022,1022.0,64.13,64.13,64.13,East London,,,,,ZA,,1580095558,1580145342,,7200,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",260.0,,20.07
110,model,93,200,71.97,102.5,1580089788,2022572,-28.55,1010.0,98,1014,1014.0,-20.96,-20.96,-20.96,Khatanga,,,,,RU,,1580100453,1580104639,,25200,,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",40.0,,1.25
111,model,87,200,64.25,-15.21,1580090230,2630299,22.69,972.0,64,972,972.0,39.74,39.74,39.74,Hofn,,,,1.0,IS,,1580119146,1580142455,,0,,"[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13n'}]",158.0,,23.09
112,model,50,200,-8.93,125.41,1580089761,1651810,85.91,905.0,60,1010,1010.0,82.74,82.74,82.74,Airai,,,,,TL,,1580074502,1580119591,,32400,,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",191.0,,5.68
113,stations,0,200,27.18,31.18,1580090355,359783,39.56,,81,1027,,44.6,44.6,44.6,Assiut,,,,,EG,2510.0,1580100216,1580139114,1.0,7200,10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",360.0,,4.7
114,model,100,200,60.75,-137.51,1580089990,5969025,-5.76,853.0,97,998,998.0,1.58,1.58,1.58,Haines Junction,,,,1.0,CA,,1580060565,1580086923,,-28800,,"[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13n'}]",221.0,,1.92
115,model,97,200,63.01,112.47,1580090355,2025456,-10.35,975.0,94,1016,1016.0,0.72,0.72,0.72,Chernyshevskiy,,,,,RU,,1580087922,1580112383,,32400,,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",265.0,,8.43
116,model,100,200,63.05,179.32,1580090355,2126710,8.78,1028.0,91,1029,1029.0,14.68,14.68,14.68,Beringovskiy,,,,,RU,,1580071927,1580096285,,43200,,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",213.0,,0.51
117,stations,91,200,-7.47,-34.81,1580090355,3391889,88.07,,88,1014,,80.6,80.6,80.6,Pitimbu,,0.13,,,BR,8391.0,1580026664,1580071519,1.0,-10800,10000.0,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",110.0,,6.93
118,model,78,200,10.3,-3.25,1580090355,2577162,59.27,980.0,10,1013,1013.0,67.62,67.62,67.62,Gaoua,,,,,BF,,1580106957,1580148903,,0,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",49.0,,4.47
119,stations,20,200,-29.95,-71.34,1580090050,3893629,69.57,,88,1015,,68.34,75.99,64.4,Coquimbo,,,,,CL,8514.0,1580033298,1580082423,1.0,-10800,10000.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",300.0,,6.93
120,model,28,200,62.67,135.6,1580090356,2022773,-41.76,998.0,85,1025,1025.0,-33.65,-33.65,-33.65,Khandyga,,,,,RU,,1580082218,1580106983,,32400,,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",83.0,,1.88
